text,token_count,noun_count,verb_count,adj_count,adv_count,pron_count,det_count,other_count,sentiment_score,polarity_score,is_bot_annotation,predicted_label,bot_probability
Oh please Israel has no defenses left.  And Iran doesn't need or want a peace deal.,19,3,5,0,0,2,2,7,-0.858611,-0.373688,0,0,0.102011
Keep blowing it up [e][e][e],7,0,2,0,0,1,1,3,-0.041433,0.44349,0,0,0.323473
The world do not trust the USA anymore,8,1,2,0,1,1,2,1,-0.826209,-0.341286,0,0,0.115758
Iran stated what they are going to do They are going to make this war so painful that no one will ever dream of attacking them again they do not want peace talks they want American boots on the ground to put American soldiers in body bags even if Iran suffers 10 to 1 casualties. They want flag draped coffins trump attacked them while they were in peace negotiations twice they have absolutely no intention of talks with the US while trump is President,85,17,22,3,6,14,7,16,-0.901358,-0.416435,0,0,0.216411
This fella is the cause of the war.,9,3,1,0,0,0,3,2,-0.923841,-0.438918,0,0,0.114995
Chris Murphy @ChrisM...  9h  $1.5 BILLION. Let me say it again - a $1.5 BILLION BET. Bigger than any futures purchases made at the time. 5 minutes before Trump's post. Who was it? Trump? A family member? A White House staffer? This is corruption. Mind blowing corruption. unusual whales  @unusual_w...  18h BREAKING: Just five minutes before Trump's announcement to halt the attacks on Iran massive trades reportedly hit the market.,88,22,8,3,3,14,13,25,-0.248511,0.236412,0,0,0.216387
Wipe Iranian regime out !,5,1,1,1,0,0,0,2,-0.70927,-0.224347,0,0,0.130967
EPIC FAIL,2,0,0,0,0,2,0,0,-0.789172,-0.304249,0,0,0.28034
What red blooded American believes Fox?,7,0,1,2,0,2,1,1,-0.760203,-0.27528,0,0,0.082243
Tel Aviv. What a wonderful place to live! I feel sorry for the Israelis who are dying for Bibi's little adventure.,25,2,4,3,0,7,2,7,0.476689,0.961612,0,0,0.21625
sooo the usa bombs iran  a society where the ppl are SHIA meaning they believe in martyrdom similar to those ppl that would die for a cause we bombed them and killed their leader  (savior)  idk man common sense tells me there were zero talks but idk [e]  im just a regular dude reading between the lines ,62,14,10,3,1,14,8,12,-0.698251,-0.213328,0,0,0.216408
[e] it's wild when even the fox comments are like f*** Trump this is crazy,21,2,4,2,1,2,1,9,-0.856448,-0.371525,0,0,0.106449
I am happy that Israel is getting hit. They deserve it for killing thousands of thousands of innocent people who had nothing to do with this war Israel hate Arabs and always will.,35,4,10,2,1,8,1,9,-0.939298,-0.454375,0,0,0.19687
You could catch 95% of commenters with 1 sort of shiny object...,14,4,2,1,0,1,2,4,-0.023805,0.461118,0,0,0.074747
Trump is an idiot,4,2,1,0,0,0,1,0,-0.835748,-0.350825,0,0,0.144901
Oh no no more war. Im scared for my Gyoa,12,1,1,2,1,3,0,4,-0.890585,-0.405662,0,0,0.091403
This fight is so stupid most of the storage bunkers are underground and spread out over a massive region,19,4,3,4,1,0,3,4,-0.906967,-0.422044,0,0,0.166637
Iran has no interest in talks unless all US military bases and assets are totally annihilated in West Asia and Israeli state is dismantled,24,5,5,2,1,4,2,5,-0.78931,-0.304387,0,0,0.077067
You shouldn't give them 5 minutes. Blow the whole country up.,14,2,3,1,0,2,2,4,-0.926755,-0.441832,0,0,0.068478
Are we losing?,4,0,2,0,0,1,0,1,-0.290311,0.194612,0,0,0.339135
Good thing the war has ended.........................That's what Trump said.,13,2,4,1,0,3,1,2,0.092508,0.577431,0,0,0.075479
I want to see Israel razed to the ground & equal casualties just like they did to the defenseless Gaza and Palestinians.,23,2,4,2,1,5,2,7,-0.935118,-0.450195,0,0,0.100332
iran strong country then india & pakistanus no longer super power!!!!!!!,18,2,0,2,3,3,0,8,-0.4065,0.078423,0,0,0.13429
Here's what's going to happen:  5 day pause will result in IRGC and proxies reorganizing for more strikes.  The Islamic regime is crazy and is never truthful.  Do not trust the Iranians.,38,5,11,4,2,3,3,10,-0.901026,-0.416103,0,0,0.216315
free the hostages [e],6,1,1,0,0,0,1,3,-0.029477,0.455446,0,0,0.354132
This will be another iraq syria and afghanistan. Iranian shias country was only barrier for Sunni countries sharing borders and working together and uniting Sunni will take over Iran and than Arabs Sunni Persians and Pakistan and afghanistan will share borders once again after 500yrs. The Arab Afghani and Pakistan Sunni groups could than just walk into Isreal. Leading to insurgents entering Isreals. This is daft move by Isreal,73,12,15,3,5,16,3,19,-0.43507,0.049853,0,0,0.216328
Sucks when the rabbit has the gun doesnt it?,11,3,2,0,0,1,2,3,-0.914052,-0.429129,0,0,0.095892
1:30 keeps saying war is finished [e] that Iran is negotiating you voted in a liar.,19,2,7,0,0,2,2,6,-0.908771,-0.423848,0,0,0.100277
No deal.  .blow Iran off the map.,9,2,0,0,0,1,2,4,-0.774922,-0.289999,0,0,0.164362
I thought they had been obliterated militarily,7,0,4,0,1,2,0,0,-0.667734,-0.182811,0,0,0.124514
Tens of Thousands of bombs and missiles and America still DIDINT win? You suck at wars,17,6,1,0,1,3,0,6,-0.946648,-0.461725,0,0,0.14391
Save human lives over greediness . . .[e],9,2,1,1,0,0,0,5,-0.023128,0.461795,0,0,0.196957
israel never let others to live in peace. pick the history n u ll see they start the war all them.,23,4,6,0,1,4,3,5,-0.894675,-0.409752,0,0,0.107852
U fools the Israelis are criminals and terrorists fools,9,3,2,0,0,2,1,1,-0.906455,-0.421532,0,0,0.087256
If they put troops on the ground midterms will be lost big time and a communist will be running the country in 2028,23,6,7,1,0,1,4,4,-0.870953,-0.38603,0,0,0.096027
What deal ?  If iran really wanted a deal  They won't be sending missiles at Israel this needs to absolutely stop! Is ridiculous no one wins its only violence destruction  Innocent people are loosing their lives this conflict is unnecessary iran needs to actually make its final decision also the united state's.. bless our brave soldiers [e] risking there lives bless u all..,70,11,17,6,4,14,5,13,-0.880107,-0.395184,0,0,0.216352
Most comments here are either from bots or morons.,10,3,1,1,2,0,0,3,-0.892854,-0.407931,0,0,0.117024
Iranian shovels and washing machines are speaking for themselves [e],12,3,2,1,0,1,0,5,-0.124884,0.360039,0,0,0.107798
[e][e][e][e][e]reminder Netanyahu how is it for you,8,1,1,0,0,3,0,3,0.004708,0.489631,0,0,0.382072
Deal. BOOM,3,2,0,0,0,0,0,1,0.354221,0.839144,1,1,0.57976
Lmao werent Gods chosen inbreds dropping JDAMS and phosphorus on hospitals and refugee camps for the better part of two years? Oh but now its a problem because big bad Iran decided to fight back instead of just surrendering its future to the Epstein class. Give me a break.,53,11,7,3,4,8,5,15,-0.909128,-0.424205,0,0,0.177032
Straight up liars ruining the economy!!!,9,2,1,0,1,0,1,4,-0.932272,-0.447349,0,0,0.166947
9000 is a misdemeanor100000 is a felony,7,1,2,0,0,1,3,0,-0.751569,-0.266646,0,0,0.109491
I dont care what happens to israel. They deserve this,12,0,4,0,0,5,0,3,-0.750414,-0.265491,0,0,0.121871
I DO NOT SUPPORT THIS WAR-  I AM JEWISH,9,0,3,2,0,3,0,1,-0.934465,-0.449542,0,0,0.069986
Fox News do you remember  isnt replica of Gaza bombing to innocent children and innocent civilians? Gods justice Its tit for tat,24,8,3,2,0,5,0,6,-0.894734,-0.409811,0,0,0.13689
Iran was underestimated  and got American and Israel running [e],12,0,4,1,0,2,0,5,-0.377779,0.107144,0,0,0.105003
Cargo ships next sitting ducks in the perisan gulf,9,5,1,0,0,0,1,2,-0.119645,0.365278,0,0,0.134081
Dipomats and head of states could be trusted but criminals like Zionist Nuclear criminal US and Arab dreaded dictators could not be trusted.They backstabbed two times during the talks,31,7,8,4,0,2,2,8,-0.858779,-0.373856,0,0,0.216438
Epic F Duck[e][e][e],4,0,0,0,0,2,0,2,0.438371,0.923294,1,1,0.682415
Im glad people arent buying any of this propaganda bs. Yall played your final hand in all of the misinformation and lies in the past and now we are not going for it again.,38,7,6,2,2,7,3,11,-0.87116,-0.386237,0,0,0.183497
What happened to the peace talks lame stream lying media?!,12,4,3,0,0,1,1,3,-0.819919,-0.334996,0,0,0.078389
Are we great yet?,5,0,1,1,1,1,0,1,0.172539,0.657462,0,0,0.225809
When they started singing B[e]mb B[e]mb Tel Aviv there was no peace talk on the cards.,17,3,3,0,0,6,2,3,-0.813461,-0.328538,0,0,0.076078
I thought cease fire? What happened,7,2,2,0,0,2,0,1,-0.317369,0.167554,0,0,0.180339
Let yahoo fight his own war,6,1,2,1,0,2,0,0,-0.513252,-0.028329,0,0,0.097038
Can Iran [e] do it againI was sleeping,10,0,4,0,0,3,0,3,-0.123236,0.361687,0,0,0.205079
Some good news in all this,6,1,0,1,0,1,2,1,0.944438,1.429361,1,1,0.533729
Nice,1,0,0,1,0,0,0,0,0.733185,1.218108,1,1,0.636727
More to come  wait and watch this war start by your US administration and Iran will end this . [e][e][e],22,2,6,1,0,4,1,8,-0.767117,-0.282194,0,0,0.085316
Fox is a propaganda channel. U keep on saying the numbers of those who are injured what about the deaths??,23,4,5,0,0,5,3,6,-0.910936,-0.426013,0,0,0.102114
Let isrealis fight they're supposed threat too them !,10,1,4,0,1,3,0,1,-0.559093,-0.07417,0,0,0.094351
Some one told me iranian men and women heading to US with their bom.,15,4,2,1,0,3,1,4,-0.039751,0.445172,0,0,0.082431
How many fighter jets and ships have the Iranians destroyed...zero,12,3,2,1,0,1,2,3,-0.753682,-0.268759,0,0,0.061766
times up Donny,3,1,0,0,0,1,0,1,-0.441214,0.043709,0,0,0.364159
Israel bombing itself,3,0,1,0,0,2,0,0,-0.784385,-0.299462,0,0,0.23166
Trump is ready to loose a lot to claim he won something.,13,2,4,1,0,2,1,3,-0.445935,0.038988,0,0,0.052033
I'm really disappointed when iran  missiles are hitting roads instead of buildings,13,3,3,1,2,2,0,2,-0.90915,-0.424227,0,0,0.086873
Trump talking to whom? Reza Pahlavi [e][e][e][e]. All of Iran leaders have died. Theres no way you can stop all these tiny unit unless you put 200k troops on the ground,37,5,8,1,0,9,4,10,-0.903144,-0.418221,0,0,0.216425
[e][e][e][e][e]! Epic fear not going well. I hope IRAN [e] stick to their demands especially with US kicked out of the region entirely that they should not move from.,36,2,7,1,3,5,1,17,-0.867098,-0.382175,0,0,0.354094
Looks like Iran is winning,5,0,3,0,0,1,0,1,0.378687,0.86361,0,0,0.419522
Trump desperately looking for exit door.,7,2,2,0,1,0,0,2,-0.581846,-0.096923,0,0,0.143117
